reason,uuid,survivor_uuid,kind,net_code,net,layer_or_span,width_or_size_mm,start_or_position_mm,end_mm,drill_mm,locked
exact_duplicate,1f7ef100-4628-41a2-9efe-85c4f07e8674,0368822a-62c3-4d13-ac86-62aaf7f1615d,segment,87,INJECTOR_1,In1.Cu,2.0,"[31.9, 120.3]","[31.8, 120.4]",,False
exact_duplicate,2311cc1e-9d81-48ac-9192-2ceed62e18eb,0d959c0e-99db-4995-aa1f-ed8c23a6faf4,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[66.5, 15.9]","[67.9, 15.9]",,False
exact_duplicate,26165238-2588-44a8-b551-e20628e37ee5,1166b008-c12c-4da4-ae38-27a50df2648d,segment,176,VCC_5,B.Cu,0.6,"[76.8, 106.9]","[76.9, 107.0]",,False
exact_duplicate,2a1a9b8a-d3c2-493e-aefe-58a18838e0dd,24c7b8d1-beaf-4c34-b62d-d553809832f8,segment,94,INJECTOR_8,In3.Cu,2.0,"[49.6, 65.8]","[49.7, 65.7]",,False
exact_duplicate,2a20b707-bfde-4955-aeae-b2354257dfa2,2374bfed-2782-450d-88b1-8833cfbb8d3e,segment,116,MIL,In2.Cu,1.2,"[24.1, 148.5]","[24.0, 148.4]",,False
exact_duplicate,2d944e40-e1ff-4a45-be3d-16b9ca92b5ac,1135dda9-a384-4641-8cc6-be3c088fd12b,segment,83,IAC,F.Cu,1.2,"[37.9, 38.3]","[38.0, 38.3]",,False
exact_duplicate,34829662-dede-4694-b6ef-6ac7a77c8399,1a176261-797e-4b86-b7e7-3d63a9b8ecef,segment,178,VPWR,In1.Cu,4.0,"[99.1, 24.7]","[100.7, 24.7]",,False
exact_duplicate,36b08051-635a-432a-bafb-1e5be1c566c8,08c7f660-383c-4ae0-9fe8-d5d32e3f71ce,segment,94,INJECTOR_8,In3.Cu,2.0,"[41.9, 79.8]","[42.0, 79.7]",,False
exact_duplicate,37dfa1ac-71c2-4b35-90e4-b0babe869472,1bf37862-f97f-4b5e-8917-7d522669970e,segment,88,INJECTOR_2,In4.Cu,2.0,"[108.5, 27.1]","[108.5, 27.2]",,False
exact_duplicate,3cd92f87-0ee8-4f33-9516-8c3bbc14dd47,163d80df-830e-4637-84e7-e3905e6acb95,segment,87,INJECTOR_1,In1.Cu,2.0,"[32.1, 128.0]","[32.1, 127.9]",,False
exact_duplicate,3f5d1ca4-b887-4419-b35e-f0a361ebf1ae,07df2e7b-3d96-4a50-a2ca-6e004988ccba,segment,66,DGND,F.Cu,0.6,"[88.7, 39.0]","[88.7, 39.1]",,False
exact_duplicate,401dcaca-04ec-4c5c-8beb-e4ee64e4c439,27582c96-108e-447a-b5b8-2906f9712937,segment,170,TRANS_EPC,B.Cu,1.2,"[77.0, 40.9]","[76.9, 40.9]",,False
exact_duplicate,40542f7b-c160-41d7-bc0a-7a2ff21a9760,0705420e-77d0-485c-9796-d659ac1f98fb,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[68.6, 15.6]","[68.7, 15.6]",,False
exact_duplicate,4343f313-afff-4dc3-9498-85bf8bb2fbdf,37bc74c6-8b07-45cf-878f-255cebcfaa73,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[68.3, 15.7]","[68.5, 15.7]",,False
exact_duplicate,43c90c0f-9e80-481a-bef6-72e44d49c759,0aad28ff-31a2-4098-85b9-d56efb4a6f1d,segment,83,IAC,F.Cu,1.2,"[39.1, 37.1]","[39.1, 37.0]",,False
exact_duplicate,43dd9e8a-a98f-451c-a745-1490e3249770,424873e3-47ae-4fce-9fac-ab812c885d74,segment,87,INJECTOR_1,In1.Cu,2.0,"[33.0, 129.0]","[33.1, 129.0]",,False
exact_duplicate,45d95ec4-9b9b-4f5a-a030-dcc0bf1706bc,402c8eed-fac4-4308-ae1a-2a62eb8454db,segment,170,TRANS_EPC,B.Cu,1.2,"[76.7, 41.0]","[76.6, 41.1]",,False
exact_duplicate,467b7a4b-cbe9-4f82-b249-a4d10f46f996,2ca5fbf7-e7d4-4d0e-a894-ece076441dbb,segment,170,TRANS_EPC,B.Cu,1.2,"[77.2, 40.8]","[77.1, 40.8]",,False
exact_duplicate,471f4e4f-1ba0-42f8-a413-51732a49053b,05bf7ecc-6de1-4283-97d7-0622780429b9,segment,88,INJECTOR_2,In4.Cu,2.0,"[108.6, 27.0]","[108.5, 27.1]",,False
exact_duplicate,4a4cc959-9c83-4e9b-b6b4-302456499765,1aa82542-0c5f-488f-8e71-f27c364ad738,segment,176,VCC_5,B.Cu,0.6,"[76.6, 105.6]","[76.6, 106.4]",,False
exact_duplicate,5165ff68-407d-4a7f-89bc-5619b885a86a,30747bc9-535d-4572-b8b3-218542bda60a,segment,87,INJECTOR_1,In1.Cu,2.0,"[36.8, 114.8]","[36.8, 114.9]",,False
exact_duplicate,518a917b-2a61-4e13-8efe-e021ca58f996,5144c8af-0039-4caa-8ae3-f86236d0e241,segment,177,VDDA_5,F.Cu,0.6,"[94.9, 43.1]","[94.5, 43.1]",,False
exact_duplicate,53656655-1746-4284-9d14-872e38847b02,30199310-ca31-4147-bb7d-ba8bac016856,segment,94,INJECTOR_8,In3.Cu,2.0,"[49.8, 65.4]","[49.9, 65.3]",,False
exact_duplicate,55c5f00c-a942-42fe-bbd5-69855c90ecd0,4de76868-0225-4f53-af90-746b515b394b,segment,88,INJECTOR_2,In4.Cu,2.0,"[108.5, 27.2]","[108.4, 27.3]",,False
exact_duplicate,560c1375-16f9-4df5-a97b-d014c63ac3bd,06f05409-5b79-4c6f-9ca9-79d47a2673d1,segment,94,INJECTOR_8,In3.Cu,2.0,"[49.7, 69.8]","[49.7, 68.2]",,False
exact_duplicate,561136ba-c245-4324-a5d0-575472d6bd94,0048e5d7-4263-4554-b307-51eeaf828f33,segment,87,INJECTOR_1,In1.Cu,2.0,"[32.9, 128.9]","[32.8, 128.9]",,False
exact_duplicate,5c4d7273-94a6-46de-9727-5a3945bac254,2e7ca124-8e06-42c2-8f1e-c83beff616cf,segment,116,MIL,In2.Cu,1.2,"[27.3, 148.6]","[27.4, 148.5]",,False
exact_duplicate,5dd158a2-2be6-4447-b9a1-9e222262e2fd,4c203272-133e-4703-9558-b70aa36ec974,segment,176,VCC_5,B.Cu,0.6,"[76.9, 107.1]","[77.1, 107.3]",,False
exact_duplicate,5e93f167-27f8-4ff7-a62e-a417f2fd6cf0,0d02b805-eb11-437f-b9cd-84a6fb66fc88,segment,87,INJECTOR_1,In1.Cu,2.0,"[31.9, 120.2]","[31.9, 120.3]",,False
exact_duplicate,5e9503ac-e126-43dc-8805-fe6cb908bb10,05998eed-cf44-4b78-a1f9-784e28eb044c,segment,170,TRANS_EPC,B.Cu,1.2,"[77.0, 40.9]","[77.1, 40.8]",,False
exact_duplicate,609a7991-3f90-4897-89a9-d3c02b7fe387,3a9727a2-6f50-414f-9cd2-5cd2323365cf,segment,180,VREF_FILTER,In3.Cu,0.6,"[84.8, 54.1]","[84.8, 54.2]",,False
exact_duplicate,62f3ef01-8d3d-4028-af21-4d98f9b4303f,2aa8a00c-05f9-4c87-979c-d6346c4be758,segment,87,INJECTOR_1,In1.Cu,2.0,"[31.8, 120.5]","[31.8, 120.4]",,False
exact_duplicate,638923c1-f665-4ed7-9536-6c0baad02ae4,3676592f-90b0-432f-963d-7988c1ebb3c6,segment,94,INJECTOR_8,In3.Cu,2.0,"[49.9, 65.3]","[49.9, 65.2]",,False
exact_duplicate,646cf0a2-1d9e-460f-9778-1afc2a20a41c,599c1e76-74a3-4591-9eb2-7c26c830f889,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[62.6, 15.2]","[62.7, 15.3]",,False
exact_duplicate,6473cfc8-d5e1-4684-bdf4-6f4e5ce196b0,26e98276-30c4-408d-99b4-f5376b7b8957,segment,180,VREF_FILTER,In3.Cu,0.6,"[84.6, 54.5]","[84.6, 54.9]",,False
exact_duplicate,66bbd129-6d29-4815-ba39-dab4c9aaefb1,4561c876-ace0-4cb0-96cd-6c417063e85a,segment,178,VPWR,In1.Cu,4.0,"[97.4, 26.4]","[99.1, 24.7]",,False
exact_duplicate,671323e2-f0dd-475f-8aa0-571a84bd36cf,31c26420-7b08-439e-9ecf-43aa823b93c8,segment,83,IAC,F.Cu,1.2,"[38.2, 38.1]","[38.3, 38.1]",,False
exact_duplicate,68e05b65-86a5-4594-9028-67c0e36be538,4b512093-2eb5-4e02-8c01-1c2294a80991,segment,94,INJECTOR_8,In3.Cu,2.0,"[42.1, 79.5]","[42.1, 79.4]",,False
exact_duplicate,6b806edd-912a-4119-84d6-e79719c247b1,494e6fd2-fcdb-4e5a-bba3-e26c8924354b,segment,83,IAC,F.Cu,1.2,"[37.5, 38.6]","[37.6, 38.5]",,False
exact_duplicate,6e78506b-7dd3-4d79-a6b3-2af9218698fb,22af850f-c97e-433b-a77b-971856424596,segment,176,VCC_5,F.Cu,0.25,"[110.6, 32.4]","[110.6075, 32.45]",,False
exact_duplicate,6f051818-6b8c-41d6-899a-0b57cefbce56,335de33c-2a8b-41b4-9432-826a48c95b56,segment,87,INJECTOR_1,In1.Cu,2.0,"[33.2, 129.1]","[33.3, 129.1]",,False
exact_duplicate,6f679bef-5d9a-42ce-9315-aafaaa4d0317,0b6d5f75-61e4-448d-aadd-7202c1ee9673,segment,94,INJECTOR_8,In3.Cu,2.0,"[49.7, 68.2]","[49.6, 68.1]",,False
exact_duplicate,6fb6c8a8-0b10-43b6-9b7e-ee4ad36a6451,40e23090-5e7b-45ba-b8c1-e5924a8fa5e1,segment,177,VDDA_5,F.Cu,0.6,"[95.5, 43.6]","[95.5, 43.5]",,False
exact_duplicate,711a9256-4002-44c0-b03d-dd0f6971a86a,680a7f92-9c29-4ab2-bba3-d041741e9fc7,segment,83,IAC,F.Cu,1.2,"[37.6, 38.5]","[37.7, 38.5]",,False
exact_duplicate,7156d2aa-47b7-4f57-a9d5-a783bde8015d,005f2d3a-f516-45be-be98-a2a1ef87a32c,segment,177,VDDA_5,F.Cu,0.6,"[95.1, 43.2]","[95.0, 43.2]",,False
exact_duplicate,71b0aacb-aeb4-4b67-89cf-eb24e907a58f,48ff6096-46a7-4922-9bc1-f06dc81a157c,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[65.4, 15.4]","[65.5, 15.4]",,False
exact_duplicate,71b13cc2-7e91-462d-9618-b5ecc863318c,47d1e8af-7a59-4dfb-8aed-17dc88bad864,segment,116,MIL,In2.Cu,1.2,"[22.9, 147.9]","[22.8, 147.9]",,False
exact_duplicate,722a0916-0b4b-4241-8cc2-06af1de2fc2f,1a7efb6a-d476-46c4-8ddb-b5a6228086f2,segment,176,VCC_5,B.Cu,0.6,"[77.1, 104.7]","[76.9, 104.9]",,False
